avg_height,turn_rate,bearing,trajectory_curvature,angular_acceleration,angular_velocity,distance_traveled,displacement,jerk,vertical_acceleration,up_down_direction,angle_to_horizon,average_speed,average_velocity_magnitude,average_velocity_direction,new_cluster_label,matches_homing_pigeon
255.45,28805.549705248042,283.5294943979943,0.27313713295352804,1167.9332990426105,2699.5223100345675,913.2334944989284,804.3697073351495,-9822087.06188175,525.4237288135595,0.8240104378223339,1.4775420138081303,15478.533805066583,15478.533805066583,283.5294943979943,0,False
260.7,24100.771506588608,280.1633463242906,-0.08162459846941846,51.41716175359346,-1872.349870240578,969.6769163957746,656.5550647322398,-28132918.61801509,305.08474576271203,0.37474424284453556,1.1788641565870708,16435.201972809744,16435.201972809744,280.1633463242906,1,False
263.78333333333336,26108.247120946384,261.23778877350077,-0.06108712602469724,47.738515789162584,-1798.207840430902,983.4344896526122,471.3672405018736,52234962.36250473,288.13559322033854,0.23606068793374926,1.0997092206099184,16668.381180552755,16668.381180552755,261.23778877350077,2,False
267.03333333333336,26556.557003245543,235.8198096958565,-0.0490517470700313,308.11451671736586,-1636.6858183035415,970.9885355142193,438.1135408127595,15318479.860148104,288.1355932203393,0.35759570605728935,1.1386946916036031,16457.432805325752,16457.432805325752,235.8198096958565,3,False
271.4166666666667,27100.746422693435,211.3955103557086,-0.13007329308097756,6086.449912021135,-2798.508825013633,954.5614015093595,613.9202203613153,-913061.8831658489,389.8305084745758,0.6521977291238623,1.4804570896220721,16179.006805243383,16179.006805243383,211.3955103557086,4,False
274.0,14941.565225406275,207.6895805911499,-0.020948636339949932,264.0501069015874,-585.019367778319,838.8050805876967,713.7986348331971,44316566.77518168,288.4615384615379,0.8439808525551561,1.2193825954663426,16130.866934378784,16130.866934378784,207.6895805911499,5,False
277.14285714285717,11404.936799017212,195.21757585425158,-0.14823546157297007,-3051.6341313369594,-1821.2310910351625,95.31102440690778,92.20463366677525,224577371.7656889,166.66666666666666,0.3086066999241839,0.4630056575125476,15885.170734484629,15885.170734484629,195.21757585425158,6,False
277.7317073170732,12722.330954930138,204.2665979499878,-0.12388979407673298,-57.58135772907821,-2131.511191134924,644.2236362256215,556.0296342088329,-129673424.04776525,350.0000000000006,0.8349275683903161,1.4842114009188443,16105.590905640536,16105.590905640536,204.2665979499878,7,False
273.63157894736844,12194.106591938975,178.2580930825545,-0.22168396079968034,-2826.7662942190022,-3685.2816064432536,296.80443050647443,267.2959285033729,37252173.843864545,-444.4444444444444,-0.7530067018203284,-1.525004276355662,16489.13502813747,16489.13502813747,178.2580930825545,8,False
282.17241379310343,12797.481407009247,200.55166907680822,-0.11993091001139146,891.7955755233046,-1569.5616450786677,448.6368116115075,388.12102386217657,81276167.00135957,214.28571428571374,0.7391781505732563,1.0032957963007736,16022.743271839548,16022.743271839548,200.55166907680822,9,False
271.22222222222223,10659.72042056889,167.98253034829256,-0.028749026745977332,-58.422828898103944,-486.58610063870685,428.73469310766217,379.736258299906,8680882.445848564,-384.61538461538447,-0.8636722045800478,-1.3214435439739916,16489.795888756238,16489.795888756238,167.98253034829256,10,False
263.3333333333333,23922.03057779528,153.2493489484407,-1.2219818135791563,,-23922.03057779528,36.793234630336684,35.98424470151452,,1500.0,1.0,4.775164190752259,18396.61731516834,18396.61731516834,153.2493489484407,11,False
285.8235294117647,14524.070592514085,193.4058898360364,-0.24723196451609727,481.43186986309854,-3214.409467547828,260.30005297444006,210.81453100127322,20688750.761700206,-249.99999999999977,0.3424058682341824,-0.539452399053983,16268.753310902506,16268.753310902506,193.4058898360364,12,False
271.22222222222223,10659.72042056889,167.98253034829256,-0.028749026745977332,-58.422828898103944,-486.58610063870685,428.73469310766217,379.736258299906,8680882.445848564,-384.61538461538447,-0.8636722045800478,-1.3214435439739916,16489.795888756238,16489.795888756238,167.98253034829256,13,False
265.6,15365.675031624723,146.65921696669628,-0.2180603323233927,2596.017902177299,-4344.765822943862,245.85700647508224,213.3807761135542,242563595.9995067,285.7142857142858,0.21971768720102056,1.0189448342590994,17561.21474822016,17561.21474822016,146.65921696669628,14,False
285.0,14479.379581134934,148.23723255096922,0.2903572988146465,11128.510771824038,5616.27931297797,73.30592437525544,71.57993555698722,-164529509.4657668,-3000.0,-0.9486832980505138,-9.126988301811418,18326.481093813858,18326.481093813858,148.23723255096922,15,False
271.22222222222223,10659.72042056889,167.98253034829256,-0.028749026745977332,-58.422828898103944,-486.58610063870685,428.73469310766217,379.736258299906,8680882.445848564,-384.61538461538447,-0.8636722045800478,-1.3214435439739916,16489.795888756238,16489.795888756238,167.98253034829256,16,False
268.6296296296296,15056.560375802226,149.5712901158649,-0.07363263379668825,1502.5731003194207,-1544.471448555358,439.7471001430722,385.04050755755054,88813351.4938771,346.15384615384613,0.6523739599466513,1.4009670768683196,16913.350005502776,16913.350005502776,149.5712901158649,17,False
269.15,9704.739980976039,158.1621339944207,-0.1301067580768891,1182.013862801188,-2102.305773464411,318.655832099724,289.94070650242094,-35122608.071702085,-526.315789473684,-0.9347770052454241,-1.7506164104123365,16771.359584196005,16771.359584196005,158.1621339944207,18,False
268.1818181818182,13762.226589684939,143.60091329504428,-0.09036358693953872,177.41388136094767,-1845.5364345907874,548.2446377107153,481.0201969520927,54092609.05920894,31.25000000000006,0.3044205672261537,0.35176847984343096,17132.644928459857,17132.644928459857,143.60091329504428,19,False
259.1666666666667,7638.779884337908,119.61126753419789,-0.1783882829507678,-9237.935094971306,-3073.1136672048083,90.5243470946047,89.6355439484132,-162455310.73882008,-800.0,-0.9309493362512627,-2.524314907984259,18104.869418920942,18104.869418920942,119.61126753419789,20,False
265.5,8397.927805136494,147.49197098628233,0.4213302160335101,3556.090697444427,6946.601022185082,115.05886018607201,111.20300338455547,-294714861.2937288,-142.85714285714286,-0.7559289460184544,-0.5021991832798688,16436.980026581714,16436.980026581714,147.49197098628233,21,False
268.1818181818182,13762.226589684939,143.60091329504428,-0.09036358693953872,177.41388136094767,-1845.5364345907874,548.2446377107153,481.0201969520927,54092609.05920894,31.25000000000006,0.3044205672261537,0.35176847984343096,17132.644928459857,17132.644928459857,143.60091329504428,22,False
258.7142857142857,7179.841141627709,116.31444024376735,-0.20550342070842417,-3618.854651263278,-3527.3081679212287,110.08837418761587,108.233270508548,767891729.8528931,-833.3333333333334,-0.9511897312113418,-2.5912761910638427,18348.062364602647,18348.062364602647,116.31444024376735,23,False
253.2,9215.421913167498,100.42503921050938,-0.4813040792201326,420.2908276871822,-9215.421913167498,76.54850190704987,75.40509916926906,547549682.7668593,-750.0,-0.9486832980505138,-2.279511429584301,19137.12547676247,19137.12547676247,100.42503921050938,24,False
252.0,15298.600218099353,107.16128412162382,0.03879693045671506,-15552.086284670224,969.7299571896574,91.83256711348254,89.037773908557,-376684252.7733558,800.0,0.7453559924999299,2.5833345698092915,18366.51342269651,18366.51342269651,107.16128412162382,25,False
268.6666666666667,13297.025885063826,143.33278702685456,-0.07868705739786651,-1068.6270331996986,-1616.5217152712066,493.1726311790285,428.08287617485234,56146046.68766569,-103.4482758620691,0.1695747545698077,-0.04914373822024723,17005.952799276845,17005.952799276845,143.33278702685456,26,False
258.7142857142857,7179.841141627709,116.31444024376735,-0.20550342070842417,-3618.854651263278,-3527.3081679212287,110.08837418761587,108.233270508548,767891729.8528931,-833.3333333333334,-0.9511897312113418,-2.5912761910638427,18348.062364602647,18348.062364602647,116.31444024376735,27,False
253.2,9215.421913167498,100.42503921050938,-0.4813040792201326,420.2908276871822,-9215.421913167498,76.54850190704987,75.40509916926906,547549682.7668593,-750.0,-0.9486832980505138,-2.279511429584301,19137.12547676247,19137.12547676247,100.42503921050938,28,False
252.375,10845.55345010252,102.74838495853768,-0.009457006373747268,-7193.828326980542,9.01542686430427e-08,129.88871219199385,125.75556830391683,311171882.48984677,142.85714285714286,0.6172133998483676,0.594783415568479,18555.530313141975,18555.530313141975,102.74838495853768,29,False
248.0,628.5218118299554,107.00806139627798,-0.033468623985468106,,-628.5218118299554,38.23699731831895,38.23636173466251,,-2000.0,-1.0,-5.973876609643851,19118.498659159475,19118.498659159475,107.00806139627798,30,False
241.66666666666666,3042.734624483103,122.23491502682899,-0.16868610487638278,,-3042.734624483103,35.45466616022761,35.42855501225915,,500.0,0.816496580927726,1.5865856789145871,17727.333080113807,17727.333080113807,122.23491502682899,31,False
270.3333333333333,11482.564431628516,142.17288065672278,-0.15292517987595794,-1304.042729054956,-2742.743233568728,284.9379401499891,251.59029000461987,135362419.79717675,-235.2941176470586,-0.38268825989261146,-0.3699136929901027,16761.055302940535,16761.055302940535,142.17288065672278,32,False
258.7142857142857,7179.841141627709,116.31444024376735,-0.20550342070842417,-3618.854651263278,-3527.3081679212287,110.08837418761587,108.233270508548,767891729.8528931,-833.3333333333334,-0.9511897312113418,-2.5912761910638427,18348.062364602647,18348.062364602647,116.31444024376735,33,False
253.2,9215.421913167498,100.42503921050938,-0.4813040792201326,420.2908276871822,-9215.421913167498,76.54850190704987,75.40509916926906,547549682.7668593,-750.0,-0.9486832980505138,-2.279511429584301,19137.12547676247,19137.12547676247,100.42503921050938,34,False
252.375,10845.55345010252,102.74838495853768,-0.009457006373747268,-7193.828326980542,9.01542686430427e-08,129.88871219199385,125.75556830391683,311171882.48984677,142.85714285714286,0.6172133998483676,0.594783415568479,18555.530313141975,18555.530313141975,102.74838495853768,35,False
248.0,628.5218118299554,107.00806139627798,-0.033468623985468106,,-628.5218118299554,38.23699731831895,38.23636173466251,,-2000.0,-1.0,-5.973876609643851,19118.498659159475,19118.498659159475,107.00806139627798,36,False
241.5,4649.2056586390045,119.64256702515017,-0.2639303135753556,-3212.942068311804,-4649.2056586390045,54.281159432066325,54.100532673082625,2030710375.8525374,0.0,0.0,0.04422319421466906,18093.719810688777,18093.719810688777,119.64256702515017,37,False
266.1666666666667,8938.58246325496,117.3636596653353,-0.04363208104236055,-6199.863024388568,-1034.7895565681997,90.35400482737606,89.40072639769768,-245616111.36634025,-1200.0,-0.9999999999999999,-3.775622846704247,18070.800965475213,18070.800965475213,117.3636596653353,38,False
258.7142857142857,7179.841141627709,116.31444024376735,-0.20550342070842417,-3618.854651263278,-3527.3081679212287,110.08837418761587,108.233270508548,767891729.8528931,-833.3333333333334,-0.9511897312113418,-2.5912761910638427,18348.062364602647,18348.062364602647,116.31444024376735,39,False
253.2,9215.421913167498,100.42503921050938,-0.4813040792201326,420.2908276871822,-9215.421913167498,76.54850190704987,75.40509916926906,547549682.7668593,-750.0,-0.9486832980505138,-2.279511429584301,19137.12547676247,19137.12547676247,100.42503921050938,40,False
252.375,10845.55345010252,102.74838495853768,-0.009457006373747268,-7193.828326980542,9.01542686430427e-08,129.88871219199385,125.75556830391683,311171882.48984677,142.85714285714286,0.6172133998483676,0.594783415568479,18555.530313141975,18555.530313141975,102.74838495853768,41,False
248.0,628.5218118299554,107.00806139627798,-0.033468623985468106,,-628.5218118299554,38.23699731831895,38.23636173466251,,-2000.0,-1.0,-5.973876609643851,19118.498659159475,19118.498659159475,107.00806139627798,42,False
241.5,4649.2056586390045,119.64256702515017,-0.2639303135753556,-3212.942068311804,-4649.2056586390045,54.281159432066325,54.100532673082625,2030710375.8525374,0.0,0.0,0.04422319421466906,18093.719810688777,18093.719810688777,119.64256702515017,43,False
236.66666666666666,7673.2856248565895,116.87672100125809,-0.439840877648494,,-7673.2856248565895,34.75431670406323,34.618302225359734,,2000.0,1.0,6.556827629477115,17377.158352031613,17377.158352031613,116.87672100125809,44,False
245.33333333333334,9056.832197718342,81.30188617631086,-0.19353408430828742,-3528.139335050213,-3297.778045858349,146.30550466820878,143.74158409943615,92546679.55229764,1125.0,0.9860132971832694,3.530783523195063,18288.188083526096,18288.188083526096,81.30188617631086,45,False
253.2,9215.421913167498,100.42503921050938,-0.4813040792201326,420.2908276871822,-9215.421913167498,76.54850190704987,75.40509916926906,547549682.7668593,-750.0,-0.9486832980505138,-2.279511429584301,19137.12547676247,19137.12547676247,100.42503921050938,46,False
252.375,10845.55345010252,102.74838495853768,-0.009457006373747268,-7193.828326980542,9.01542686430427e-08,129.88871219199385,125.75556830391683,311171882.48984677,142.85714285714286,0.6172133998483676,0.594783415568479,18555.530313141975,18555.530313141975,102.74838495853768,47,False
248.0,628.5218118299554,107.00806139627798,-0.033468623985468106,,-628.5218118299554,38.23699731831895,38.23636173466251,,-2000.0,-1.0,-5.973876609643851,19118.498659159475,19118.498659159475,107.00806139627798,48,False
241.5,4649.2056586390045,119.64256702515017,-0.2639303135753556,-3212.942068311804,-4649.2056586390045,54.281159432066325,54.100532673082625,2030710375.8525374,0.0,0.0,0.04422319421466906,18093.719810688777,18093.719810688777,119.64256702515017,49,False
236.66666666666666,7673.2856248565895,116.87672100125809,-0.439840877648494,,-7673.2856248565895,34.75431670406323,34.618302225359734,,2000.0,1.0,6.556827629477115,17377.158352031613,17377.158352031613,116.87672100125809,50,False
246.36363636363637,7044.210231828199,77.76347594883363,-0.15052693255088745,-1688.2495928757564,-2564.9458914926477,181.35762566880643,177.39391649578485,52279013.433672845,1000.0,0.9816498172140428,3.150925166085866,18135.76256688064,18135.76256688064,77.76347594883363,51,False
247.33333333333334,10327.31087593585,82.83755564613548,0.47332253940895974,-5685.4655353722965,8674.513600280547,93.25306851374975,90.72667699717971,1102695733.630842,-1200.0,-0.9999999999999999,-3.662585096657792,18650.61370274995,18650.61370274995,82.83755564613548,52,False
248.0,628.5218118299554,107.00806139627798,-0.033468623985468106,,-628.5218118299554,38.23699731831895,38.23636173466251,,-2000.0,-1.0,-5.973876609643851,19118.498659159475,19118.498659159475,107.00806139627798,53,False
241.5,4649.2056586390045,119.64256702515017,-0.2639303135753556,-3212.942068311804,-4649.2056586390045,54.281159432066325,54.100532673082625,2030710375.8525374,0.0,0.0,0.04422319421466906,18093.719810688777,18093.719810688777,119.64256702515017,54,False
236.66666666666666,7673.2856248565895,116.87672100125809,-0.439840877648494,,-7673.2856248565895,34.75431670406323,34.618302225359734,,2000.0,1.0,6.556827629477115,17377.158352031613,17377.158352031613,116.87672100125809,55,False
246.36363636363637,7044.210231828199,77.76347594883363,-0.15052693255088745,-1688.2495928757564,-2564.9458914926477,181.35762566880643,177.39391649578485,52279013.433672845,1000.0,0.9816498172140428,3.150925166085866,18135.76256688064,18135.76256688064,77.76347594883363,56,False
247.33333333333334,10327.31087593585,82.83755564613548,0.47332253940895974,-5685.4655353722965,8674.513600280547,93.25306851374975,90.72667699717971,1102695733.630842,-1200.0,-0.9999999999999999,-3.662585096657792,18650.61370274995,18650.61370274995,82.83755564613548,57,False
237.11111111111111,11557.955982589005,105.71236018194239,0.43286206833024365,1244.8083220322417,7895.283662769113,150.71589297761366,136.4624378604068,80712550.38826235,-1125.0,-0.9128709291752769,-3.385821616446154,18839.486622201708,18839.486622201708,105.71236018194239,58,False
236.66666666666666,7673.2856248565895,116.87672100125809,-0.439840877648494,,-7673.2856248565895,34.75431670406323,34.618302225359734,,2000.0,1.0,6.556827629477115,17377.158352031613,17377.158352031613,116.87672100125809,59,False
246.36363636363637,7044.210231828199,77.76347594883363,-0.15052693255088745,-1688.2495928757564,-2564.9458914926477,181.35762566880643,177.39391649578485,52279013.433672845,1000.0,0.9816498172140428,3.150925166085866,18135.76256688064,18135.76256688064,77.76347594883363,60,False
247.33333333333334,10327.31087593585,82.83755564613548,0.47332253940895974,-5685.4655353722965,8674.513600280547,93.25306851374975,90.72667699717971,1102695733.630842,-1200.0,-0.9999999999999999,-3.662585096657792,18650.61370274995,18650.61370274995,82.83755564613548,61,False
237.11111111111111,11557.955982589005,105.71236018194239,0.43286206833024365,1244.8083220322417,7895.283662769113,150.71589297761366,136.4624378604068,80712550.38826235,-1125.0,-0.9128709291752769,-3.385821616446154,18839.486622201708,18839.486622201708,105.71236018194239,62,False
228.0,16315.501572482219,115.72031113102825,0.32883277906845193,-32631.003144964438,5107.7803844399905,53.853548726901565,53.21268607809575,-2099370238.8536072,-666.6666666666666,-0.912870929175277,-2.170145691727339,17951.182908967185,17951.182908967185,115.72031113102825,63,False
234.55555555555554,9347.445932881572,105.41319392194465,-0.17554529001639615,-3007.384963637065,-3043.385578216527,139.48975996349793,137.343456480286,258256531.439245,1750.0,0.9860132971832694,5.815686515208589,17436.21999543724,17436.21999543724,105.41319392194465,64,False
236.66666666666666,7673.2856248565895,116.87672100125809,-0.439840877648494,,-7673.2856248565895,34.75431670406323,34.618302225359734,,2000.0,1.0,6.556827629477115,17377.158352031613,17377.158352031613,116.87672100125809,65,False
246.36363636363637,7044.210231828199,77.76347594883363,-0.15052693255088745,-1688.2495928757564,-2564.9458914926477,181.35762566880643,177.39391649578485,52279013.433672845,1000.0,0.9816498172140428,3.150925166085866,18135.76256688064,18135.76256688064,77.76347594883363,66,False
247.33333333333334,10327.31087593585,82.83755564613548,0.47332253940895974,-5685.4655353722965,8674.513600280547,93.25306851374975,90.72667699717971,1102695733.630842,-1200.0,-0.9999999999999999,-3.662585096657792,18650.61370274995,18650.61370274995,82.83755564613548,67,False
237.11111111111111,11557.955982589005,105.71236018194239,0.43286206833024365,1244.8083220322417,7895.283662769113,150.71589297761366,136.4624378604068,80712550.38826235,-1125.0,-0.9128709291752769,-3.385821616446154,18839.486622201708,18839.486622201708,105.71236018194239,68,False
228.0,16315.501572482219,115.72031113102825,0.32883277906845193,-32631.003144964438,5107.7803844399905,53.853548726901565,53.21268607809575,-2099370238.8536072,-666.6666666666666,-0.912870929175277,-2.170145691727339,17951.182908967185,17951.182908967185,115.72031113102825,69,False
234.55555555555554,9347.445932881572,105.41319392194465,-0.17554529001639615,-3007.384963637065,-3043.385578216527,139.48975996349793,137.343456480286,258256531.439245,1750.0,0.9860132971832694,5.815686515208589,17436.21999543724,17436.21999543724,105.41319392194465,70,False
